Compound ID,DOI,Uniprot,cell_line_assay,readout_assay,timepoint_assay,cell_lines_abstract,readouts_abstract,cell_lines_fulltext,readouts_fulltext,cell_lines_chembl,cell_line_best
134,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
135,10.1021/acs.jmedchem.6b01816,P25440,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,RS4;11
135,10.1021/acs.jmedchem.6b01816,Q15059,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,RS4;11
135,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
136,10.1021/acs.jmedchem.6b01816,P25440,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,RS4;11
136,10.1021/acs.jmedchem.6b01816,Q15059,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,RS4;11
136,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
137,10.1021/acs.jmedchem.6b01816,P25440,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,RS4;11
137,10.1021/acs.jmedchem.6b01816,Q15059,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,RS4;11
137,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
138,10.1021/acs.jmedchem.6b01816,P25440,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,RS4;11
138,10.1021/acs.jmedchem.6b01816,Q15059,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,RS4;11
138,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
139,10.1021/acs.jmedchem.6b01816,P25440,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,RS4;11
139,10.1021/acs.jmedchem.6b01816,Q15059,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,RS4;11
139,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
140,10.1021/acs.jmedchem.6b01816,P25440,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,RS4;11
140,10.1021/acs.jmedchem.6b01816,Q15059,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,RS4;11
140,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
141,10.1021/acs.jmedchem.6b01816,P25440,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,RS4;11
141,10.1021/acs.jmedchem.6b01816,Q15059,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,RS4;11
141,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
142,10.1021/acs.jmedchem.6b01816,P25440,MDA-MB-468,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,MDA-MB-468
142,10.1021/acs.jmedchem.6b01816,Q15059,MDA-MB-468,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,MDA-MB-468
142,10.1021/acs.jmedchem.6b01816,O60885,MDA-MB-468,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,MDA-MB-468
142,10.1021/acs.jmedchem.8b00506,P25440,MDA-MB-468,other,,human acute leukemia cell lines,degradation reporter,,,HL60,MDA-MB-468
142,10.1021/acs.jmedchem.8b00506,Q15059,MDA-MB-468,other,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,MDA-MB-468
142,10.1021/acs.jmedchem.8b00506,O60885,MDA-MB-468,other,,human acute leukemia cell lines,degradation reporter,,,,MDA-MB-468
142,10.1158/0008-5472.CAN-16-2622,P25440,MDA-MB-468,other,,human TNBC cells,Western blot; RNA-seq; apoptosis assay; growth inhibition assay,,,HL60,MDA-MB-468
142,10.1158/0008-5472.CAN-16-2622,Q15059,MDA-MB-468,other,,human TNBC cells,Western blot; RNA-seq; apoptosis assay; growth inhibition assay,,,HL60; Jurkat,MDA-MB-468
142,10.1158/0008-5472.CAN-16-2622,O60885,MDA-MB-468,other,,human TNBC cells,Western blot; RNA-seq; apoptosis assay; growth inhibition assay,,,,MDA-MB-468
143,10.1021/acs.jmedchem.6b01816,P25440,RS4;11,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,RS4;11
143,10.1021/acs.jmedchem.6b01816,Q15059,RS4;11,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,RS4;11
143,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
144,10.1021/acs.jmedchem.6b01816,P25440,RS4;11,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,RS4;11
144,10.1021/acs.jmedchem.6b01816,Q15059,RS4;11,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,RS4;11
144,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
145,10.1021/acs.jmedchem.6b01816,P25440,RS4;11,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60,RS4;11
145,10.1021/acs.jmedchem.6b01816,Q15059,RS4;11,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,HL60; Jurkat,RS4;11
145,10.1021/acs.jmedchem.6b01816,O60885,RS4;11,other,,RS4;11,,RS4;11; MOLM-13,Western blot; cell growth assay,,RS4;11
146,10.1021/acs.jmedchem.6b01781,O60885,NCI-H661,Western blot,4.0,,AlphaScreen; MSD assay,,,,NCI-H661
147,10.1021/acs.jmedchem.6b01781,O60885,NCI-H661,Western blot,4.0,,AlphaScreen; MSD assay,,,,NCI-H661
148,10.1021/acs.jmedchem.6b01781,O60885,NCI-H661,Western blot,4.0,,AlphaScreen; MSD assay,,,,NCI-H661
149,10.1021/acs.jmedchem.6b01781,O60885,NCI-H661,degradation reporter,4.0,,AlphaScreen; MSD assay,,,,NCI-H661
150,10.1021/acs.jmedchem.6b01781,O60885,NCI-H838,degradation reporter,4.0,,AlphaScreen; MSD assay,,,,NCI-H838
151,10.1021/acs.jmedchem.6b01781,O60885,A375,degradation reporter,4.0,,AlphaScreen; MSD assay,,,,A375
151,10.1038/s41467-023-39904-5,O60885,A375,degradation reporter,4.0,,,,,,A375
152,10.1021/acs.jmedchem.6b01781,O60885,A375,degradation reporter,4.0,,AlphaScreen; MSD assay,,,,A375
152,10.1038/s41467-023-39904-5,O60885,A375,degradation reporter,4.0,,,,,,A375
153,10.1021/acs.jmedchem.6b01781,O60885,A375,degradation reporter,4.0,,AlphaScreen; MSD assay,,,,A375
153,10.1038/s41467-023-39904-5,O60885,A375,degradation reporter,4.0,,,,,,A375
154,10.1021/acs.jmedchem.6b01781,O60885,A375,degradation reporter,4.0,,AlphaScreen; MSD assay,,,,A375
154,10.1038/s41467-023-39904-5,O60885,A375,degradation reporter,4.0,,,,,,A375
155,10.1021/acs.jmedchem.6b01781,O60885,A375,degradation reporter,4.0,,AlphaScreen; MSD assay,,,,A375
155,10.1038/s41467-023-39904-5,O60885,A375,degradation reporter,4.0,,,,,,A375
156,10.1021/acs.jmedchem.6b01872,Q8IXJ6,,other,,HeLa,,,other,A549; HeLa; MCF7,HeLa
157,10.1021/acs.jmedchem.8b00506,P25440,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,HL60,MOLM13
157,10.1021/acs.jmedchem.8b00506,Q15059,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,MOLM13
157,10.1021/acs.jmedchem.8b00506,O60885,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,,MOLM13
158,10.1021/acs.jmedchem.8b00506,P25440,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,HL60,MOLM13
158,10.1021/acs.jmedchem.8b00506,Q15059,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,MOLM13
158,10.1021/acs.jmedchem.8b00506,O60885,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,,MOLM13
159,10.1021/acs.jmedchem.8b00506,P25440,,other,,human acute leukemia cell lines,degradation reporter,,,HL60,human acute leukemia cell lines
159,10.1021/acs.jmedchem.8b00506,Q15059,,other,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,human acute leukemia cell lines
159,10.1021/acs.jmedchem.8b00506,O60885,,other,,human acute leukemia cell lines,degradation reporter,,,,human acute leukemia cell lines
159,10.1021/acs.jmedchem.3c00520,P25440,,other,,,Western blot; proteomics,,,HL60,
159,10.1021/acs.jmedchem.3c00520,Q15059,,other,,,Western blot; proteomics,,,HL60; Jurkat,
159,10.1021/acs.jmedchem.3c00520,O60885,,other,,,Western blot; proteomics,,,,
159,10.1021/acs.jmedchem.3c00520,P25440,,other,,,Western blot; proteomics,,,HL60,
159,10.1021/acs.jmedchem.3c00520,P25440,,other,,,Western blot; proteomics,,,HL60,
159,10.1021/acs.jmedchem.3c00520,Q15059,,other,,,Western blot; proteomics,,,HL60; Jurkat,
159,10.1021/acs.jmedchem.3c00520,Q15059,,other,,,Western blot; proteomics,,,HL60; Jurkat,
159,10.1021/acs.jmedchem.3c00520,O60885,,other,,,Western blot; proteomics,,,,
159,10.1021/acs.jmedchem.3c00520,O60885,,other,,,Western blot; proteomics,,,,
160,10.1021/acs.jmedchem.8b00506,P25440,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,HL60,MOLM13
160,10.1021/acs.jmedchem.8b00506,Q15059,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,MOLM13
160,10.1021/acs.jmedchem.8b00506,O60885,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,,MOLM13
161,10.1021/acs.jmedchem.8b00506,P25440,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,HL60,MOLM13
161,10.1021/acs.jmedchem.8b00506,Q15059,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,MOLM13
161,10.1021/acs.jmedchem.8b00506,O60885,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,,MOLM13
162,10.1021/acs.jmedchem.8b00506,P25440,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,HL60,MOLM13
162,10.1021/acs.jmedchem.8b00506,Q15059,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,MOLM13
162,10.1021/acs.jmedchem.8b00506,O60885,MOLM13,other,,human acute leukemia cell lines,degradation reporter,,,,MOLM13
163,10.1021/acs.jmedchem.8b00506,P25440,,other,,human acute leukemia cell lines,degradation reporter,,,HL60,human acute leukemia cell lines
163,10.1021/acs.jmedchem.8b00506,Q15059,,other,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,human acute leukemia cell lines
163,10.1021/acs.jmedchem.8b00506,O60885,,other,,human acute leukemia cell lines,degradation reporter,,,,human acute leukemia cell lines
164,10.1021/acs.jmedchem.8b00506,P25440,,other,,human acute leukemia cell lines,degradation reporter,,,HL60,human acute leukemia cell lines
164,10.1021/acs.jmedchem.8b00506,Q15059,,other,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,human acute leukemia cell lines
164,10.1021/acs.jmedchem.8b00506,O60885,,other,,human acute leukemia cell lines,degradation reporter,,,,human acute leukemia cell lines
165,10.1021/acs.jmedchem.8b00506,P25440,,other,,human acute leukemia cell lines,degradation reporter,,,HL60,human acute leukemia cell lines
165,10.1021/acs.jmedchem.8b00506,Q15059,,other,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,human acute leukemia cell lines
165,10.1021/acs.jmedchem.8b00506,O60885,,other,,human acute leukemia cell lines,degradation reporter,,,,human acute leukemia cell lines
166,10.1021/acs.jmedchem.8b00506,P25440,MV4;11,,,human acute leukemia cell lines,degradation reporter,,,HL60,MV4;11
166,10.1021/acs.jmedchem.8b00506,Q15059,MV4;11,,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,MV4;11
166,10.1021/acs.jmedchem.8b00506,O60885,MV4;11,,,human acute leukemia cell lines,degradation reporter,,,,MV4;11
167,10.1021/acs.jmedchem.8b00506,P25440,MV4;11,,,human acute leukemia cell lines,degradation reporter,,,HL60,MV4;11
167,10.1021/acs.jmedchem.8b00506,Q15059,MV4;11,,,human acute leukemia cell lines,degradation reporter,,,HL60; Jurkat,MV4;11
167,10.1021/acs.jmedchem.8b00506,O60885,MV4;11,,,human acute leukemia cell lines,degradation reporter,,,,MV4;11
168,10.1039/c8cc07813k,P09874,,,,MDA-MB-231,Western blot,,,,MDA-MB-231
169,10.1039/c8cc07813k,P09874,,,,MDA-MB-231,Western blot,,,,MDA-MB-231
170,10.1039/c8cc07813k,P09874,MDA-MB-231,,,MDA-MB-231,Western blot,,,,MDA-MB-231
171,10.1039/c8cc07813k,P09874,,,,MDA-MB-231,Western blot,,,,MDA-MB-231
172,10.1039/c8cc07813k,P09874,,,,MDA-MB-231,Western blot,,,,MDA-MB-231
173,10.1039/c8cc09541h,Q96SW2,,,,,,,,HEK293; HEK293T; HeLa; MCF7; MDA-MB-231; MDA-MB-468,
174,10.1038/s41598-019-56177-5,Q96SW2,HEK293T,other,24.0,,quantitative proteomic analysis,,,HEK293; HEK293T; HeLa; MCF7; MDA-MB-231; MDA-MB-468,HEK293T
175,10.1039/c8cc09541h,Q96SW2,,,,,,,,HEK293; HEK293T; HeLa; MCF7; MDA-MB-231; MDA-MB-468,
176,10.1039/c8cc09541h,Q96SW2,MM1S,other,24.0,,,,,HEK293; HEK293T; HeLa; MCF7; MDA-MB-231; MDA-MB-468,MM1S
177,10.1039/c8cc09541h,Q96SW2,,,,,,,,HEK293; HEK293T; HeLa; MCF7; MDA-MB-231; MDA-MB-468,
178,10.1039/c8cc09541h,Q96SW2,,,,,,,,HEK293; HEK293T; HeLa; MCF7; MDA-MB-231; MDA-MB-468,
179,10.1039/c8cc09541h,Q96SW2,,,,,,,,HEK293; HEK293T; HeLa; MCF7; MDA-MB-231; MDA-MB-468,
180,10.1039/c8cc09541h,Q96SW2,,,,,,,,HEK293; HEK293T; HeLa; MCF7; MDA-MB-231; MDA-MB-468,
181,10.1038/s41467-018-08027-7,Q16539,MDA-MB-231,other,,,,,,,MDA-MB-231
181,10.1038/s41467-018-08027-7,O15264,MDA-MB-231,other,,,,,,HL60,MDA-MB-231
182,10.1038/s41467-018-08027-7,Q16539,MDA-MB-231,degradation reporter,,,,,,,MDA-MB-231
182,10.1038/s41467-018-08027-7,O15264,MDA-MB-231,degradation reporter,,,,,,HL60,MDA-MB-231
183,10.1016/j.chembiol.2017.09.009,P08581,MDA-MB-231,degradation reporter,,,,,,A549,MDA-MB-231
183,10.1016/j.chembiol.2017.09.010,P08581,MDA-MB-231,degradation reporter,,,,,,A549,MDA-MB-231
183,10.1016/j.chembiol.2017.09.010,O15264,MDA-MB-231,degradation reporter,,,,,,HL60,MDA-MB-231
183,10.1016/j.chembiol.2017.09.010,O43353,MDA-MB-231,degradation reporter,,,,,,HEK293T,MDA-MB-231
183,10.1038/s41467-018-08027-7,Q16539,MDA-MB-231,degradation reporter,,,,,,,MDA-MB-231
183,10.1016/j.chembiol.2017.09.010,Q16539,MDA-MB-231,degradation reporter,,,,,,,MDA-MB-231
183,10.1038/s41467-018-08027-7,O15264,MDA-MB-231,degradation reporter,,,,,,HL60,MDA-MB-231
184,10.1038/s41467-018-08027-7,Q16539,MDA-MB-231,degradation reporter,,,,,,,MDA-MB-231
184,10.1038/s41467-018-08027-7,O15264,MDA-MB-231,degradation reporter,,,,,,HL60,MDA-MB-231
185,10.1038/s41467-018-08027-7,Q16539,MDA-MB-231,degradation reporter,,,,,,,MDA-MB-231
185,10.1038/s41467-018-08027-7,O15264,MDA-MB-231,degradation reporter,,,,,,HL60,MDA-MB-231
186,10.1038/s41467-018-08027-7,Q16539,MDA-MB-231,degradation reporter,,,,,,,MDA-MB-231
186,10.1038/s41467-018-08027-7,O15264,MDA-MB-231,degradation reporter,,,,,,HL60,MDA-MB-231
187,10.1038/s41467-018-08027-7,Q16539,MDA-MB-231,degradation reporter,,,,,,,MDA-MB-231
187,10.1038/s41467-018-08027-7,O15264,MDA-MB-231,degradation reporter,,,,,,HL60,MDA-MB-231
188,10.1038/s41467-018-08027-7,Q16539,MDA-MB-231,degradation reporter,,,,,,,MDA-MB-231
188,10.1038/s41467-018-08027-7,O15264,MDA-MB-231,degradation reporter,,,,,,HL60,MDA-MB-231
189,10.1021/acs.jmedchem.9b00871,P11802,,,,,,Multiple myeloma cells; Haematopoietic cancer cells,Western blot; degradation reporter,HCT116; HeLa,Multiple myeloma cells
189,10.1021/acs.jmedchem.9b00871,Q00534,,,,,,Multiple myeloma cells; Haematopoietic cancer cells,Western blot; degradation reporter,HCT116; HL-60; HL60,Multiple myeloma cells
190,10.1016/j.bmcl.2019.03.035,Q00534,,,,,,MiaPaCa2; HPNE,Western blot,HCT116; HL-60; HL60,MiaPaCa2
191,10.1016/j.bmcl.2019.03.035,Q00534,,,,,,MiaPaCa2; HPNE,Western blot,HCT116; HL-60; HL60,MiaPaCa2
192,10.1016/j.bmcl.2019.03.035,Q00534,,,,,,MiaPaCa2; HPNE,Western blot,HCT116; HL-60; HL60,MiaPaCa2
193,10.1016/j.bmcl.2019.03.035,Q00534,,other,,,,MiaPaCa2; HPNE,Western blot,HCT116; HL-60; HL60,MiaPaCa2
194,10.1021/acs.orglett.9b01326,P25440,,other,,,,,,HL60,
194,10.1021/acs.orglett.9b01326,Q15059,,other,,,,,,HL60; Jurkat,
194,10.1021/acs.orglett.9b01326,O60885,,other,,,,,,,
195,10.1021/acsmedchemlett.9b00025,P11474,MDA-MB-231,TR-FRET,4.0,,,MDA-MB-231,TR-FRET; Western blot,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,MDA-MB-231
196,10.1021/acsmedchemlett.9b00025,P11474,MDA-MB-231,TR-FRET,4.0,,,MDA-MB-231,TR-FRET; Western blot,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,MDA-MB-231
197,10.1021/acsmedchemlett.9b00025,P11474,MDA-MB-231,TR-FRET,4.0,,,MDA-MB-231,TR-FRET; Western blot,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,MDA-MB-231
198,10.1021/acsmedchemlett.9b00025,P11474,MDA-MB-231,TR-FRET,4.0,,,MDA-MB-231,TR-FRET; Western blot,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,MDA-MB-231
199,10.1021/acsmedchemlett.9b00025,P11474,MDA-MB-231,TR-FRET,4.0,,,MDA-MB-231,TR-FRET; Western blot,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,MDA-MB-231
200,10.1021/acsmedchemlett.9b00025,P11474,MDA-MB-231,TR-FRET,4.0,,,MDA-MB-231,TR-FRET; Western blot,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,MDA-MB-231
201,10.1021/acsmedchemlett.9b00025,P11474,MDA-MB-231,TR-FRET,4.0,,,MDA-MB-231,TR-FRET; Western blot,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,MDA-MB-231
202,10.1021/acsmedchemlett.9b00025,P11474,MDA-MB-231,TR-FRET,4.0,,,MDA-MB-231,TR-FRET; Western blot,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,MDA-MB-231
203,10.1021/acsmedchemlett.9b00025,P11474,MDA-MB-231,TR-FRET,4.0,,,MDA-MB-231,TR-FRET; Western blot,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,MDA-MB-231
204,10.1021/acsmedchemlett.9b00025,P11474,MDA-MB-231,TR-FRET,4.0,,,MDA-MB-231,TR-FRET; Western blot,HEK293; HEK293t; HeLa; MCF7; MDA-MB-231,MDA-MB-231
205,10.1039/c8cc08716d,Q06187,,other,,,,,,HL-60; K562; Ramos,
206,10.1039/c8cc08716d,Q06187,,other,,,,,,HL-60; K562; Ramos,
207,10.1039/c8cc08716d,Q06187,,other,,,,,,HL-60; K562; Ramos,
208,10.1158/0008-5472.CAN-18-2918,O60885,HCT116,other,24.0,,,,,,HCT116
209,10.1158/0008-5472.CAN-18-2918,O60885,HCT116,other,24.0,,,,,,HCT116
210,10.1073/pnas.1803662115,Q06187,,other,,,,,,HL-60; K562; Ramos,
211,10.1073/pnas.1803662115,Q06187,,other,,,,,,HL-60; K562; Ramos,
212,10.1073/pnas.1803662115,Q06187,Ramos,degradation reporter,24.0,,,,,HL-60; K562; Ramos,Ramos
213,10.1073/pnas.1803662115,Q06187,Ramos,degradation reporter,24.0,,,,,HL-60; K562; Ramos,Ramos
214,10.1073/pnas.1803662115,Q06187,Ramos,degradation reporter,24.0,,,,,HL-60; K562; Ramos,Ramos
215,10.1073/pnas.1803662115,Q06187,Ramos,degradation reporter,24.0,,,,,HL-60; K562; Ramos,Ramos
216,10.1073/pnas.1803662115,Q06187,Ramos,degradation reporter,24.0,,,,,HL-60; K562; Ramos,Ramos
217,10.1073/pnas.1803662115,Q06187,Ramos,degradation reporter,24.0,,,,,HL-60; K562; Ramos,Ramos
218,10.1073/pnas.1803662115,Q06187,Ramos,degradation reporter,24.0,,,,,HL-60; K562; Ramos,Ramos
219,10.1073/pnas.1803662115,Q06187,Ramos,degradation reporter,24.0,,,,,HL-60; K562; Ramos,Ramos
220,10.1073/pnas.1803662115,Q06187,Ramos,degradation reporter,24.0,,,,,HL-60; K562; Ramos,Ramos
221,10.1073/pnas.1803662115,Q06187,THP-1,degradation reporter,,,,,,HL-60; K562; Ramos,THP-1
221,10.1038/s41589-020-00686-2,Q06187,THP-1,degradation reporter,,,,,,HL-60; K562; Ramos,THP-1
222,10.1073/pnas.1803662115,Q06187,,,,,,,,HL-60; K562; Ramos,
223,10.1016/j.ejmech.2018.03.071,Q9UM73,SU-DHL-1,degradation reporter,16.0,SU-DHL-1; NCI-H2228,Western blot,,,,SU-DHL-1
224,10.1016/j.ejmech.2018.03.071,Q9UM73,SU-DHL-1,degradation reporter,16.0,SU-DHL-1; NCI-H2228,Western blot,,,,SU-DHL-1
225,10.1016/j.bmcl.2018.05.057,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
226,10.1016/j.bmcl.2018.05.057,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
227,10.1016/j.bmcl.2018.05.057,Q9UBN7,MM1S,degradation reporter,6.0,,,,,A549; HCT116; HEK293; HeLa,MM1S
227,10.1021/acs.jmedchem.9b00516,Q9UBN7,MM1S,degradation reporter,6.0,multiple myeloma (MM) cells,,HEK293T/17,other,A549; HCT116; HEK293; HeLa,MM1S
228,10.1016/j.bmcl.2018.05.057,Q9UBN7,,,,,,,,A549; HCT116; HEK293; HeLa,
229,10.1021/jacs.8b05807,P25440,HeLa,degradation reporter,24.0,,,,,HL60,HeLa
229,10.1021/jacs.8b05807,Q15059,HeLa,degradation reporter,24.0,,,,,HL60; Jurkat,HeLa
229,10.1021/jacs.8b05807,O60885,HeLa,degradation reporter,24.0,,,,,,HeLa
230,10.1021/jacs.8b05807,P25440,HeLa,degradation reporter,24.0,,,,,HL60,HeLa
230,10.1021/jacs.8b05807,Q15059,HeLa,degradation reporter,24.0,,,,,HL60; Jurkat,HeLa
230,10.1021/jacs.8b05807,O60885,HeLa,degradation reporter,24.0,,,,,,HeLa
231,10.1016/j.ejmech.2019.01.023,O60885,,,,22Rv1,,,,,22Rv1
232,10.1016/j.ejmech.2019.01.023,O60885,,,,22Rv1,,,,,22Rv1
233,10.1016/j.ejmech.2019.01.023,O60885,22RV1,degradation reporter,24.0,22Rv1,,,,,22RV1
234,10.1016/j.ejmech.2019.01.023,O60885,22RV1,degradation reporter,24.0,22Rv1,,,,,22RV1
235,10.1016/j.bioorg.2019.03.035,P15056,,other,,MCF-7,Western blot,,,,MCF-7
236,10.1016/j.bioorg.2019.03.035,P15056,MCF-7,degradation reporter,24.0,MCF-7,Western blot,,,,MCF-7
237,10.1016/j.bioorg.2019.03.035,P15056,,other,,MCF-7,Western blot,,,,MCF-7
238,10.1016/j.bioorg.2019.03.035,P15056,,other,,MCF-7,Western blot,,,,MCF-7
239,10.1016/j.chembiol.2018.11.006,P11802,Jurkat,degradation reporter,24.0,acute myeloid leukemia cells,transcriptomics; phosphoproteomics,,,HCT116; HeLa,Jurkat
239,10.1002/anie.201901336,P11802,Jurkat,degradation reporter,24.0,mantle cell lymphoma cell lines,,Jurkat,Western blot,HCT116; HeLa,Jurkat
239,10.1016/j.chembiol.2018.11.006,Q00534,Jurkat,degradation reporter,24.0,acute myeloid leukemia cells,transcriptomics; phosphoproteomics,,,HCT116; HL-60; HL60,Jurkat
239,10.1002/anie.201901336,Q00534,Jurkat,degradation reporter,24.0,mantle cell lymphoma cell lines,,Jurkat,Western blot,HCT116; HL-60; HL60,Jurkat
239,10.1016/j.cell.2020.10.038,P30291,Jurkat,degradation reporter,24.0,,,,,,Jurkat
239,10.1021/acs.jmedchem.9b00871,P11802,Jurkat,degradation reporter,24.0,,,Multiple myeloma cells; Haematopoietic cancer cells,Western blot; degradation reporter,HCT116; HeLa,Jurkat
239,10.1016/j.bmcl.2020.127106,P11802,Jurkat,degradation reporter,24.0,,,,other,HCT116; HeLa,Jurkat
239,10.1021/acs.jmedchem.9b00871,Q00534,Jurkat,degradation reporter,24.0,,,Multiple myeloma cells; Haematopoietic cancer cells,Western blot; degradation reporter,HCT116; HL-60; HL60,Jurkat
239,10.1016/j.bmcl.2020.127106,Q00534,Jurkat,degradation reporter,24.0,,,,other,HCT116; HL-60; HL60,Jurkat
240,10.1016/j.chembiol.2018.11.006,Q00534,,,,acute myeloid leukemia cells,transcriptomics; phosphoproteomics,,,HCT116; HL-60; HL60,acute myeloid leukemia cells
240,10.1002/anie.201901336,Q00534,,,,mantle cell lymphoma cell lines,,Jurkat,Western blot,HCT116; HL-60; HL60,Jurkat
240,10.1016/j.cell.2020.10.038,O14874,,,,,,,,,
240,10.1016/j.cell.2020.10.038,P11802,,,,,,,,HCT116; HeLa,
240,10.1016/j.cell.2020.10.038,P30291,,,,,,,,,
240,10.1016/j.cell.2020.10.038,Q15118,,,,,,,,Jurkat,
240,10.1016/j.cell.2020.10.038,Q15119,,,,,,,,,
240,10.1016/j.cell.2020.10.038,Q15120,,,,,,,,,
240,10.1016/j.cell.2020.10.038,Q8NI60,,,,,,,,,
241,10.1038/s41422-018-0055-1,Q06187,HBL-1,other,,,,,,HL-60; K562; Ramos,HBL-1
242,10.1038/s41422-018-0055-1,Q06187,HBL-1,degradation reporter,48.0,,,,,HL-60; K562; Ramos,HBL-1
242,10.1038/s41422-018-0055-1,Q06187,HBL-1,degradation reporter,48.0,,,,,HL-60; K562; Ramos,HBL-1
243,10.1038/s41422-018-0055-1,Q06187,HBL-1,other,,,,,,HL-60; K562; Ramos,HBL-1
