TPD ID	Activity Type	Target Symbols	Target IDs	Cell Line	Activity
TPD-VLAT5H	DC50	BTK	Q06187	TMD-8	9.26nM
TPD-WBNB8B	DC50	BTK	Q06187	TMD-8	24.9nM
TPD-0IF6DK	DC50	BTK	Q06187	TMD-8	16.04nM
TPD-BXNBCH	DC50	BTK	Q06187	TMD-8	6.73nM
TPD-1PHE6O	DC50	BTK	Q06187	TMD-8	2.01nM
TPD-Y3Z06F	DC50	BTK	Q06187	TMD-8	16.3nM
TPD-QK8QWO	DC50	BTK	Q06187	TMD-8	1.58nM
TPD-VBS5FH	DC50	BTK	Q06187	TMD-8	11.85nM
TPD-9G1R0T	DC50	BTK	Q06187	TMD-8	6.03nM
TPD-CPRX8Z	DC50	BTK	Q06187	TMD-8	>2000.0nM
TPD-Y62IQ3	DC50	BTK	Q06187	TMD-8	11.9nM
TPD-4Q018U	DC50	BTK	Q06187	TMD-8	69.14nM
TPD-FTEVTA	DC50	BTK	Q06187	TMD-8	3.6nM
TPD-24OPD1	DC50	BTK	Q06187	TMD-8	4.71nM
TPD-LZR6HD	DC50	BTK	Q06187	TMD-8	1.12nM
TPD-UXGRJW	DC50	BTK	Q06187	TMD-8	0.561nM
TPD-B3I4QX	DC50	BTK	Q06187	TMD-8	0.842nM
TPD-TDOTF4	DC50	BTK	Q06187	TMD-8	0.534nM
TPD-DKO6OG	DC50	BTK	Q06187	TMD-8	0.704nM
TPD-95641H	DC50	BTK	Q06187	TMD-8	1.46nM
TPD-RPOR54	DC50	BTK	Q06187	TMD-8	2.22nM
TPD-VDSU3X	DC50	BTK	Q06187	TMD-8	5.37nM
TPD-EYLQUD	DC50	BTK	Q06187	TMD-8	1.82nM
TPD-SFAFK1	DC50	BTK	Q06187	TMD-8	6.14nM
TPD-M2H8YC	DC50	BTK	Q06187	TMD-8	4.69nM
TPD-T4WNUV	DC50	BTK	Q06187	TMD-8	0.387nM
TPD-Y5HPPI	DC50	BTK	Q06187	TMD-8	1.61nM
TPD-5OJK3E	DC50	BTK	Q06187	TMD-8	1.13nM
TPD-KRI9CT	DC50	BTK	Q06187	TMD-8	1.32nM
TPD-00MKD6	DC50	BTK	Q06187	TMD-8	2.19nM
TPD-3JKR2P	DC50	BTK	Q06187	TMD-8	0.378nM
TPD-VCSMGW	DC50	BTK	Q06187	TMD-8	0.284nM
TPD-HKO21Q	DC50	BTK	Q06187	TMD-8	0.469nM
TPD-RPAIFS	DC50	BTK	Q06187	TMD-8	0.602nM
TPD-U2XQRY	DC50	BTK	Q06187	TMD-8	0.338nM
TPD-OESHCQ	DC50	BTK	Q06187	TMD-8	0.594nM
TPD-XG5BSA	DC50	BTK	Q06187	TMD-8	1.51nM
TPD-YA2U8Y	DC50	BTK	Q06187	TMD-8	0.415nM
TPD-M0KVMJ	DC50	BTK	Q06187	TMD-8	0.928nM
TPD-0PM9UB	DC50	BTK	Q06187	TMD-8	0.849nM
TPD-ZXDPCU	DC50	BTK	Q06187	TMD-8	0.726nM
TPD-94FIQD	DC50	BTK	Q06187	TMD-8	2.44nM
TPD-MF2GJ9	DC50	BTK	Q06187	TMD-8	2.53nM
TPD-4VNR4X	DC50	BTK	Q06187	TMD-8	>2000nM
TPD-WIYGP6	DC50	BTK	Q06187	TMD-8	8.86nM
TPD-6PYZZL	DC50	BTK	Q06187	TMD-8	17.64nM
TPD-FW64P4	DC50	BTK	Q06187	TMD-8	57.8nM
TPD-8C66Y6	DC50	BTK	Q06187	TMD-8	10.64nM
TPD-W7JTC1	DC50	BTK	Q06187	TMD-8	47.24nM
TPD-BH2BH9	DC50	BTK	Q06187	TMD-8	15.24nM
TPD-M0VNUB	DC50	BTK	Q06187	TMD-8	4.89nM
TPD-LM9LFQ	DC50	BTK	Q06187	TMD-8	5.66nM
TPD-DC8LIT	DC50	BTK	Q06187	TMD-8	5.69nM
TPD-60X0NB	DC50	BTK	Q06187	TMD-8	9.26nM
TPD-4YOC6F	DC50	BTK	Q06187	TMD-8	3.67nM
TPD-9Z79WK	DC50	BTK	Q06187	TMD-8	0.543nM
TPD-KL7Y1I	DC50	BTK	Q06187	TMD-8	2.33nM
TPD-U9YKZI	DC50	BTK	Q06187	TMD-8	1.69nM
TPD-K6VL61	DC50	BTK	Q06187	TMD-8	15nM
TPD-K0YOI4	DC50	BTK	Q06187	TMD-8	1.9nM
TPD-CS1E8E	DC50	BTK	Q06187	TMD-8	4.2nM
TPD-QDXBTT	DC50	BTK	Q06187	TMD-8	13.5nM
TPD-7J392T	DC50	BTK	Q06187	TMD-8	2.16nM
TPD-TTSDSU	DC50	BTK	Q06187	TMD-8	7.39nM
TPD-12FBZX	DC50	BTK	Q06187	TMD-8	4.06nM
TPD-82L0V4	DC50	BTK	Q06187	TMD-8	18.64nM
TPD-420W5X	DC50	BTK	Q06187	TMD-8	3.75nM
TPD-XT4S7I	DC50	BTK	Q06187	TMD-8	2.42nM
TPD-Z6AZHG	DC50	BTK	Q06187	TMD-8	4.31nM
TPD-WD0TNT	DC50	BTK	Q06187	TMD-8	0.526nM
TPD-9YW6W8	DC50	BTK	Q06187	TMD-8	2.01nM
TPD-Y6HVAL	DC50	BTK	Q06187	TMD-8	1.47nM
TPD-P5OJ6K	DC50	BTK	Q06187	TMD-8	4.97nM
TPD-SBD5EF	DC50	BTK	Q06187	TMD-8	1.09nM
TPD-SL9PU9	DC50	BTK	Q06187	TMD-8	1.7nM
TPD-AZ96AL	DC50	BTK	Q06187	TMD-8	2.32nM
TPD-SBJC3J	DC50	BTK	Q06187	TMD-8	4.85nM
TPD-IQJIY5	DC50	BTK	Q06187	TMD-8	1.78nM
TPD-F5AQKT	DC50	BTK	Q06187	TMD-8	1.35nM
TPD-PQM8I7	DC50	BTK	Q06187	TMD-8	0.622nM
TPD-FIWO8Y	DC50	BTK	Q06187	TMD-8	2.56nM
TPD-I9KTY1	DC50	BTK	Q06187	TMD-8	7.45nM
TPD-Z0G65I	DC50	BTK	Q06187	TMD-8	6.23nM
TPD-1E53JD	DC50	BTK	Q06187	TMD-8	2.18nM
TPD-EYNJXB	DC50	BTK	Q06187	TMD-8	7.15nM
TPD-G33PHC	DC50	BTK	Q06187	TMD-8	30.06nM
TPD-92MVC8	DC50	BTK	Q06187	TMD-8	>2000nM
TPD-25X57G	DC50	BTK	Q06187	TMD-8	>2000nM
TPD-7VRDJG	DC50	BTK	Q06187	TMD-8	6.27nM
TPD-27TCG0	DC50	BTK	Q06187	TMD-8	3.68nM
TPD-1BTTZP	DC50	BTK	Q06187	TMD-8	>2000nM
TPD-AFZGWI	DC50	BTK	Q06187	TMD-8	>2000nM
TPD-ACOAUW	DC50	BTK	Q06187	TMD-8	4.1nM
TPD-QE7ZW2	DC50	BTK	Q06187	TMD-8	2.9nM
TPD-0W7M1N	DC50	BTK	Q06187	TMD-8	2.32nM
TPD-ONQLFB	DC50	BTK	Q06187	TMD-8	1.87nM
TPD-B30O21	DC50	BTK	Q06187	TMD-8	4.37nM
TPD-YH2U1M	DC50	BTK	Q06187	TMD-8	0.591nM
TPD-G7TCNU	DC50	BTK	Q06187	TMD-8	1.63nM
TPD-9H32M1	DC50	BTK	Q06187	TMD-8	0.414nM
TPD-8BSYXG	DC50	BTK	Q06187	TMD-8	0.706nM
TPD-K2DJ6G	DC50	BTK	Q06187	TMD-8	1.36nM
TPD-KG3ROD	DC50	BTK	Q06187	TMD-8	1.86nM
TPD-WDY5N9	DC50	BTK	Q06187	TMD-8	3.77nM
TPD-BGCUTN	DC50	BTK	Q06187	TMD-8	0.378nM
TPD-LILPF4	DC50	BTK	Q06187	TMD-8	1.7nM
TPD-Y4ODIZ	DC50	BTK	Q06187	TMD-8	0.586nM
TPD-GYSLII	DC50	BTK	Q06187	TMD-8	2.11nM
TPD-A6WDLH	DC50	BTK	Q06187	TMD-8	1.1nM
TPD-TIIISA	DC50	BTK	Q06187	TMD-8	2.72nM
TPD-XXBD6E	DC50	BTK	Q06187	TMD-8	2.14nM
TPD-NK7VFR	DC50	BTK	Q06187	TMD-8	2.42nM
TPD-3VTYHA	DC50	BTK	Q06187	TMD-8	1.1nM
TPD-S8164J	DC50	BTK	Q06187	TMD-8	3.3nM
TPD-Z0LVI6	DC50	BTK	Q06187	TMD-8	0.758nM
TPD-EXPH3C	DC50	BTK	Q06187	TMD-8	0.343nM
TPD-LB31M6	DC50	BTK	Q06187	TMD-8	0.282nM
TPD-73IENL	DC50	BTK	Q06187	TMD-8	3.82nM
TPD-1K3IAD	DC50	BTK	Q06187	TMD-8	3.4nM
TPD-X63QHQ	DC50	BTK	Q06187	TMD-8	22.72nM
TPD-H9ZDEO	DC50	BTK	Q06187	TMD-8	15.58nM
TPD-605JW7	DC50	BTK	Q06187	TMD-8	54.18nM
TPD-QTKG7F	DC50	BTK	Q06187	TMD-8	10.1nM
TPD-YRM8WT	DC50	BTK	Q06187	TMD-8	3.36nM
TPD-8W8Y6E	DC50	BTK	Q06187	TMD-8	1.82nM
TPD-TC6UBY	DC50	BTK	Q06187	TMD-8	11.55nM
TPD-7SR6AF	DC50	BTK	Q06187	TMD-8	2.76nM
TPD-773QF3	DC50	BTK	Q06187	TMD-8	14.58nM
TPD-1KS36P	DC50	BTK	Q06187	TMD-8	60.1nM
TPD-5AOPV3	DC50	BTK	Q06187	TMD-8	55.1nM
TPD-KBJBT3	DC50	BTK	Q06187	TMD-8	12.49nM
TPD-J6MU79	DC50	BTK	Q06187	TMD-8	0.848nM
TPD-E9ZMYM	DC50	BTK	Q06187	TMD-8	0.956nM
TPD-6DDGGQ	DC50	BTK	Q06187	TMD-8	0.703nM
TPD-KV0GR5	DC50	BTK	Q06187	TMD-8	2.12nM
TPD-OT4VE6	DC50	BTK	Q06187	TMD-8	2nM
TPD-66PL0A	DC50	BTK	Q06187	TMD-8	2.11nM
TPD-J8XFB0	DC50	BTK	Q06187	TMD-8	0.611nM
TPD-1ZPNWU	DC50	BTK	Q06187	TMD-8	1.79nM
TPD-1QZGWG	DC50	BTK	Q06187	TMD-8	1.76nM
TPD-GAM0P6	DC50	BTK	Q06187	TMD-8	1.15nM
TPD-XF0D8P	DC50	BTK	Q06187	TMD-8	1.56nM
TPD-O399MR	DC50	BTK	Q06187	TMD-8	0.786nM
TPD-FI2JEZ	DC50	BTK	Q06187	TMD-8	7.02nM
TPD-YIAJVM	DC50	BTK	Q06187	TMD-8	3.1nM
TPD-DZTTWF	DC50	BTK	Q06187	TMD-8	9.19nM
TPD-3YI3C2	DC50	BTK	Q06187	TMD-8	3.91nM
TPD-IGM43J	DC50	BTK	Q06187	TMD-8	1.1nM
TPD-SXQ2DM	DC50	BTK	Q06187	TMD-8	12.45nM
TPD-MGW94W	DC50	BTK	Q06187	TMD-8	7.96nM
TPD-9L1GWD	DC50	BTK	Q06187	TMD-8	8.52nM
TPD-5B8C72	DC50	BTK	Q06187	TMD-8	10.5nM
TPD-16TTW6	DC50	BTK	Q06187	TMD-8	9.74nM
TPD-KW4OLL	DC50	BTK	Q06187	TMD-8	5.36nM
TPD-7DC14I	DC50	BTK	Q06187	TMD-8	29.43nM
TPD-3RZ903	DC50	BTK	Q06187	TMD-8	3.8nM
TPD-BDOFWH	DC50	BTK	Q06187	TMD-8	56.4nM
TPD-66Q3LA	DC50	BTK	Q06187	TMD-8	4.38nM
TPD-I5A0MH	DC50	BTK	Q06187	TMD-8	4.64nM
TPD-VER8MF	DC50	BTK	Q06187	TMD-8	3.52nM
TPD-94WOCI	DC50	BTK	Q06187	TMD-8	9.8nM
TPD-O8KMV6	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-T6LK61	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-6OFMGM	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-K88OED	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-44VJMG	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-3PRKDE	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-5L122B	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-02EGRP	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-IRPP7U	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-ZVICTJ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-F49OG3	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-L0QB46	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-CKTMWA	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-DDXBB5	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-W4P07X	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-WL36AJ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-CFC2WY	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-6MBSPI	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-QGNLF1	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-AV27N3	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-UANFZ3	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-HHVF58	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-23OLRL	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-U8Q1CA	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-N5DW64	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-JRVDGM	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-WJJ6J0	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-LNA722	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-LO4VPK	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-1HGRQR	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-HJ6WUX	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-57Z33O	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-0IYWAH	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-8W1LYV	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-V7C9UD	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-0KAGOR	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-A27P01	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-RJMQPP	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-6U19M4	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-ZJ3X8M	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-U210OU	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-MEK3NP	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-LD9W6T	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-QCSWGB	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-KLZURP	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-UPAVR5	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-V08AON	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-7U6A42	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-TEZZO8	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-B3JJRL	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-0U8K1A	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-8C9JZ9	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-AV7C80	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-DEXL0Z	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-KSJ0ZP	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-OOK3ID	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-6IIMHY	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-68FXM3	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-PZIA8S	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-EOD51F	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-TPAJXW	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-D6LLOK	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-J8KJTR	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-YRB2RE	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-2ZETZ3	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-GDQDNK	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-CG7LEG	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-TT5SIC	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-DB173P	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-QFOIZZ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-KNMIFV	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-HJUALJ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-MMWOWI	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-0FSLGV	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-QGWJ3P	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-KXDNXH	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-UCZD2X	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-19X5F4	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-WLM3I0	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-1YVOIU	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-BVQQCB	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-FL0YKF	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-1II0JK	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-Q2WEYB	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-KRBKAY	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-VAWW17	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-I74NY7	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-TL1AUI	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-B48E9S	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-8L5JX6	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-JDYH2G	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-U2I4PX	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-458Z7V	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-FSH3GZ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-CDCJFV	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-3KCYVJ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-C0IRIA	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-22YXMP	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-96F648	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-EJNYCF	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-UFEVAB	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-K9O0IY	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-L767G3	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-KKBPVW	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-5RN2G4	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-0L6WSZ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-DVK1VI	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-WBU3ZM	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-Z6KG0Z	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-WZH3A6	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-5G7YGG	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-BH27WC	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-QS48WP	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-K0HDJ7	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-0AOCHP	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-6RU45G	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-T49R0P	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-N7NIUZ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-8ZJOCJ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-OTGOIU	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-S34GUU	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-8K2FMZ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-ZJW327	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-XJJP8C	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-JTHEA3	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-7YN10F	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-HI562O	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-KKA5QI	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-3Y05HL	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-XOD6KS	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-4DZVVH	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-RHE7YM	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-7HJ75S	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-5NRWRK	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-RDWAR7	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-CVQJCD	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-4DLAAL	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-GQTAE5	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	B
TPD-0D5SKE	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	C
TPD-P4I80L	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-7T4D6N	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-OWQNW0	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-8Z741U	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-KIYNM4	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-RPBM5N	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-Y2L4KH	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-WN466Y	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-AYUODN	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-VJYSLE	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-30XMQ6	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-GX6LQB	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	D
TPD-O6CHSG	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-S6TK07	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-GVXR4S	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-EJ1GUC	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-05R3J7	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-E3NKBU	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-D2LT4S	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-A6NPRZ	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-UPBT27	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-86KRVH	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-CG6NNI	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-NWW0OI	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-J2HLA9	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-F2J5V7	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-PI2LH2	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-RU8DRI	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-VODSDU	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-SFUNCX	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-9S7WJ1	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-F1NMOS	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-KYGHTU	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-4BX1RH	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-XV9NHS	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
TPD-HHTCPU	DC50	KRAS	P01116	AsPC-1HiBiT-KRasG12D cells	A
